100000 100000
0 61692 42556
1 8012 89961
2 91588 84413
1 26896 10114
0 65042 38814
1 50924 71996
1 65086 77525
2 90914 79961
1 49051 3079
0 63004 32919
0 57840 3051
2 2442 80474
1 32206 2392
0 17033 25829
0 67070 15189
2 36968 80832
1 15874 60396
0 90298 37126
2 7264 8310
1 19241 64928
0 73087 7215
0 7191 27080
0 92519 63826
0 54546 36127
0 70160 33978
1 51745 73813
1 40978 17779
1 56942 75416
2 64997 38741
2 51785 66294
0 28757 59893
2 69499 48558
1 16850 12303
1 37526 99311
0 8086 17143
2 37186 86297
2 15063 77410
2 46527 41339
2 43032 64582
1 23514 47982
2 67314 66365
0 40522 17941
0 30082 78789
2 29072 15868
1 67957 94384
0 44860 39082
1 99967 45449
2 13669 72614
1 60595 11203
2 28855 33868
2 94019 92313
2 96722 69574
1 72322 9041
1 68224 67582
1 3072 82450
2 28026 43105
2 82143 38877
1 22007 40726
0 7910 12511
0 8693 43470
0 75357 77968
0 12833 20805
0 12936 25150
0 90393 68644
0 4959 1184
1 96194 57834
1 16932 14014
2 86507 11090
0 68200 11654
0 85289 161
2 58917 45674
2 72596 49883
1 19568 35071
1 57109 36898
2 9735 71421
2 79530 54435
2 47112 43323
2 43918 42515
0 24021 62839
1 78735 36088
0 49935 25976
1 78047 21291
2 95498 20959
2 16960 33764
2 2950 27463
0 5700 12995
2 78268 56486
2 82738 82810
1 54994 63851
0 45223 34731
0 40649 21813
2 8611 88196
2 35869 14931
1 51203 20119
0 41850 37759
1 82854 77568
0 11050 43897
0 13426 45028
1 56570 15679
0 80501 25654
1 75260 28438
1 93107 46634
0 96824 98103
1 61121 75911
1 58688 76473
0 29999 46272
2 28297 36974
2 58283 49452
0 55428 21047
1 41986 59526
0 11074 2273
2 54113 46920
1 5618 4650
2 61723 44373
2 88235 7936
2 51926 93774
1 32412 15663
1 76131 98290
1 98175 39641
1 23471 97943
1 9607 64843
2 4040 18975
0 11488 76364
1 90243 79573
1 34425 93099
1 76764 85604
2 86139 10396
0 6730 94242
1 7008 21037
0 89329 296
0 17309 81726
0 95762 56231
2 5396 80819
1 64878 6878
1 76312 16271
0 76357 53429
2 23960 42418
2 59965 92228
1 9292 84248
2 71371 48144
0 69549 2156
2 65118 67169
2 64532 80521
2 37609 87127
2 35268 47928
2 54848 68169
1 16505 5995
0 56659 16844
2 68086 30257
0 81045 99139
0 99974 30820
2 5103 48223
0 3111 29941
1 56595 71888
2 83632 47808
2 65144 23197
2 64386 11399
1 84104 98736
0 63715 36217
0 76485 21155
0 24751 30153
2 85744 24080
0 16042 37919
1 69653 98180
0 50197 94658
0 34519 74532
0 5459 69992
1 38286 59066
0 1341 79808
1 56189 64214
1 85863 78090
2 10478 35403
2 969 26176
1 6629 26979
1 73049 82928
1 21500 95182
0 11417 28744
1 47306 33838
2 95031 32195
1 97228 36747
2 54312 10698
1 50001 3246
2 99073 64920
0 14089 21945
0 11968 43244
1 34579 38842
2 90456 77795
2 70544 8321
0 56611 51710
1 85542 72396
1 82861 39027
2 87341 96749
1 47539 85952
2 68406 41314
2 18469 74792
0 42889 75681
1 64763 55541
2 22849 90855
1 46834 39803
0 99868 35164
0 13696 16579
0 12108 75968
1 84706 46481
2 45205 10055
1 18335 46293
1 46004 61857
0 499 99358
2 2255 87215
2 82539 71921
0 15155 84872
1 20540 43692
2 65693 30189
1 49796 36759
2 30700 33562
1 95679 60614
1 66760 19795
0 8818 30519
2 33393 98421
2 30713 86647
2 65421 91201
2 65371 64418
0 10394 73479
0 57259 56394
0 13190 98651
0 72504 42644
1 34556 68069
2 65436 1134
1 90666 52474
2 16149 50840
2 568 78271
0 37704 50481
2 24985 49022
2 21599 51731
1 38939 711
0 47907 74219
2 14694 25616
2 3881 6086
1 99682 69160
1 98592 57159
1 92311 25587
2 29666 72220
1 17807 80673
0 13384 68985
1 66727 72370
0 53853 45291
2 26455 95338
0 52569 4073
1 75736 79231
0 34238 42860
1 8276 50162
1 81429 81486
1 32507 59013
1 35522 8320
2 38042 9360
2 324 96278
1 21988 93780
1 38443 42548
2 82595 83795
1 54048 85702
2 40537 46302
1 4593 61062
1 52568 35777
0 86202 48233
2 53440 99099
1 71503 54082
0 94121 23118
1 13782 9552
1 66845 14166
1 2795 26623
0 71536 19795
2 15724 5187
1 86350 50256
1 10120 10060
2 40022 81290
2 403 44598
0 31104 34938
1 24142 34179
1 22648 23974
0 53467 99773
1 12260 57749
0 10781 15846
2 69904 25048
2 41735 36181
0 84195 28878
1 91918 38843
2 75907 31295
2 52371 47618
1 38900 39795
2 74242 14357
0 66282 85355
1 77673 83312
2 52840 66737
2 93988 75679
1 62852 57123
2 97552 20994
2 78676 92236
0 46004 15682
2 60037 24407
2 71621 10536
1 57941 19850
0 70687 20742
2 37658 71359
2 24278 35705
0 48254 50223
2 43622 75319
0 23142 93292
2 45172 7773
1 35749 48328
0 19582 90001
1 1461 93412
1 53665 60759
1 32 2565
1 47465 93069
0 42384 60105
2 84199 32920
2 32792 84330
2 81256 65510
1 15868 6906
0 91741 72676
1 60106 33290
1 41481 60998
0 82894 31482
0 6703 11619
2 24135 7111
1 80954 48399
1 45743 80929
1 23798 40934
1 95647 12571
0 10883 46247
2 16116 73057
2 75064 26571
1 82851 32930
2 11784 28830
1 676 2890
1 93149 18501
2 34220 56278
2 67141 61526
0 32388 86552
2 14060 77391
2 17875 96085
2 31691 91992
2 59079 67102
0 66860 52515
0 59992 2564
2 24846 80018
0 81547 95630
1 79756 90381
0 90290 2621
2 54849 29558
2 60994 71914
0 11000 56337
2 24858 87241
1 93807 86108
2 59571 24979
0 35237 11247
0 73470 25426
0 73620 95199
1 25649 61942
2 8532 54866
1 92561 47262
0 94739 77195
0 86204 75220
1 40403 24918
0 79841 30524
2 14726 10948
2 58832 67795
0 93101 40777
2 1062 60620
2 77788 99291
1 37191 44863
0 11209 90524
1 32671 45420
0 66503 49833
2 49849 40075
0 88548 59975
2 35419 70344
0 47893 40527
0 95399 8174
0 43538 83805
0 91743 28910
2 1395 67608
0 93171 94242
0 17811 18102
1 54945 43344
1 64482 3797
1 74734 33233
0 871 1314
1 48368 16626
0 54525 24323
0 98662 78199
2 46185 85657
0 16465 89039
0 39086 64099
2 74895 82269
1 23732 61716
1 81009 54162
2 93200 21823
1 96770 69169
0 40355 36005
0 66797 97562
2 54838 43115
2 20710 51491
1 29131 19725
1 81546 68834
1 68598 48395
0 24465 48539
0 31058 18664
0 16561 81020
2 82555 38276
0 32615 62474
2 11368 83762
1 12428 21081
0 92199 5414
2 53626 43024
0 99372 50498
1 12791 56413
2 70006 79257
1 37711 59084
0 15579 69062
0 86576 89791
1 96266 651
0 10552 38628
2 95979 1519
1 29196 86331
0 74619 67906
0 85269 66210
0 7528 73587
1 94279 61717
1 43783 91700
1 28606 57394
2 5329 3599
1 28540 78217
2 18218 68932
2 17233 85663
0 99942 44015
2 61604 60720
2 46791 88269
1 78057 85178
0 65197 11345
2 31761 24106
2 35014 77325
1 48778 47851
2 95351 23995
2 62070 74413
0 68703 7548
2 37580 87926
0 56719 69232
2 3175 69914
2 62247 52802
2 61881 6547
1 12147 89251
0 70027 80809
1 14254 72613
0 63926 76087
0 34926 76245
1 2049 58188
0 81864 86390
2 45519 51359
0 70289 40727
0 8781 2779
0 35429 38408
1 33374 27402
1 77547 21087
1 6430 48736
1 57293 51742
1 45389 18490
2 74854 10423
1 67749 97400
2 21927 97563
2 47058 69832
1 263 94921
0 14097 41641
2 82420 71779
1 97242 10391
1 12814 46798
0 86491 15769
1 74515 83918
0 57557 77346
0 63009 85718
1 55052 9853
1 13321 27142
2 57903 49301
1 93530 90430
1 26031 35302
0 26978 7899
2 49289 54234
0 10580 86459
0 80557 95036
2 30244 2432
2 66911 45405
1 19407 29649
0 96982 65090
1 76699 97030
0 61757 28533
2 76460 48509
2 24113 84559
0 29310 57324
0 92241 95416
1 63588 43952
2 53740 71872
0 23667 40977
2 80748 6353
1 44350 2010
1 5690 28654
2 79399 59383
1 12496 84072
0 30514 64810
0 985 60914
1 22113 72217
2 5775 96463
1 93856 70144
1 11934 42138
2 76477 23510
2 8964 28155
1 97035 7396
0 18329 94613
1 56307 56885
0 4782 95956
0 15431 56389
1 14417 46739
0 42311 83503
1 16264 81097
1 28212 42800
2 3317 62324
0 66606 55505
2 91650 55675
0 32518 28610
2 98422 43641
1 69696 24613
2 22922 36902
0 38162 6324
1 20194 67551
2 93448 59223
1 66143 12333
2 18542 63028
1 27646 83460
0 53142 48816
0 50684 3451
2 56383 41185
2 14688 94753
1 97510 35602
0 24312 33014
0 1368 85864
2 8282 3061
0 28312 39076
0 43428 28100
0 14648 34655
1 34153 9389
2 66743 63142
0 94459 88041
1 26562 22969
2 65 13531
1 60807 5451
0 66948 94809
0 9348 3219
1 28757 97506
0 91481 62365
1 48151 55747
2 54107 82839
1 58145 35995
2 19183 33092
1 97519 39822
2 4124 68079
0 8213 26675
0 18877 39357
0 6214 57399
0 80176 6722
2 63666 51462
2 42386 22064
1 66578 98830
1 24318 68983
2 76751 85620
2 64152 23082
1 367 71585
0 98098 68583
2 89837 93528
1 51626 68366
1 34330 8357
0 74788 91693
2 138 28948
1 86836 71235
0 7036 84621
0 64177 99991
0 89637 32853
2 17571 13563
0 36021 62611
0 30431 93283
1 15142 5769
1 84230 107
0 3632 7857
1 97554 26021
1 86659 1336
0 55192 4823
2 94909 36707
1 92357 77147
0 35186 60959
1 73571 56062
0 48451 38670
2 83846 76724
2 44263 94621
2 62705 74561
2 64455 77771
2 64850 93806
0 30113 49630
0 32465 54603
0 54030 50284
1 94920 65437
2 98272 52956
1 60207 63125
0 9003 6627
2 67556 51168
1 3533 33423
1 72665 4855
2 5401 13397
0 26785 50626
0 96704 87033
0 60806 67414
0 57970 92330
0 60475 66413
0 21750 1633
1 80645 77570
1 1459 50945
1 83583 51008
2 442 68135
2 18448 13614
0 11147 82893
0 29502 41237
2 61151 9428
2 32607 8307
2 47699 6753
2 15666 78170
2 92108 41284
1 62157 3334
0 65447 53617
1 45502 5744
2 72707 38384
0 51766 84042
0 56001 11468
0 13106 33810
1 52249 6421
2 41898 73294
1 10642 7972
1 44867 82345
0 45387 11317
0 36188 66774
2 15237 42205
0 83071 33464
0 46841 90212
2 8868 63927
1 58375 35777
2 39377 8563
1 41374 65727
2 1113 69318
0 12799 7902
2 20186 38289
0 13495 47838
0 80482 13909
0 53748 78526
2 55512 55303
1 22007 85915
1 15375 98874
0 81452 75395
2 12735 74255
2 90172 45996
0 17405 86529
0 53435 64405
1 80328 90768
2 77186 46461
2 22638 69823
0 52012 99353
2 18004 55060
2 20151 54969
0 14307 20142
1 41115 94709
2 15307 42179
2 60258 92670
1 98136 4898
0 56222 10753
0 22714 6800
0 69451 53619
2 74406 67270
2 65286 11609
1 71195 88686
0 33304 44080
1 47685 33760
1 52861 97658
1 81243 4917
2 87948 45537
0 63319 71536
2 3345 90822
2 28323 6929
0 72943 42039
1 86819 70571
1 11187 68107
1 23177 38145
2 54569 45466
0 60066 40366
0 91240 37962
1 90788 25971
0 50685 69463
1 11498 41674
0 80893 58267
2 36073 31928
1 16630 69137
1 40487 9714
1 89142 89940
0 24269 54669
0 23847 5933
0 31741 27546
1 75036 14062
2 25620 56075
2 31508 34074
2 96752 51742
0 41349 74598
2 51635 6910
0 18887 28877
2 32200 79032
1 22252 34489
0 8 99600
1 78938 54910
0 85862 9070
1 77383 92219
2 31431 97244
0 68934 53515
1 7551 33981
0 62827 74588
0 61835 61244
1 94165 61263
0 57250 46852
1 67428 95169
0 38244 38662
0 59562 73563
0 79691 26366
1 23637 66349
0 52434 9494
2 77907 22308
1 43188 94706
0 11391 29969
1 68434 96771
0 98895 35025
0 46782 72286
1 79967 19142
1 62224 71148
0 1278 95725
1 96193 37545
0 45309 26582
0 40511 26658
0 61161 48900
2 99728 54711
1 25766 13341
2 99978 6811
1 81369 18182
1 18401 80943
0 28564 45556
1 30895 9293
2 75993 4746
2 17904 22831
2 22983 28215
0 74679 60420
0 1087 97241
1 71493 96291
0 13132 13087
1 71921 14142
2 6934 22920
2 65546 85385
0 61256 93254
0 91100 77108
0 80145 4134
0 62918 4518
0 42399 28763
2 94091 56734
2 33565 1786
2 36894 15271
0 80983 41955
0 84475 65424
0 63135 73539
2 64267 3782
2 93535 90664
0 95490 49156
2 51458 36100
1 54463 61640
1 29179 15266
2 7891 35769
0 25391 13674
0 20416 98159
1 32277 5607
1 41361 29642
2 41187 21824
2 26170 30429
1 38798 66748
1 11103 79888
2 69909 47791
2 25787 67840
0 55770 85520
0 99533 37317
2 43949 65926
2 27907 1176
0 25255 6686
1 68275 99614
1 4852 97837
0 59086 80212
1 12671 90666
1 724 32645
0 77847 10778
0 84095 7373
0 94277 95758
0 28542 11482
1 16639 98075
0 85480 27958
1 8919 21006
1 58539 87137
0 6138 75714
2 96423 21083
2 23963 53885
2 23100 1040
0 54260 80574
2 60652 56730
1 82821 52462
0 843 4705
0 50623 2357
2 97389 56739
1 91717 43179
0 31905 2067
1 61439 57735
2 67313 74897
0 26070 59468
1 39353 24365
1 57580 68842
2 11272 31942
0 11513 4209
0 25227 18409
0 90540 74793
2 17910 19429
0 34657 36517
2 76200 75937
2 5703 44356
1 54997 33030
0 18162 74843
2 35483 82210
2 5707 81191
0 8037 58022
1 83225 23361
1 13064 18758
0 58048 36018
0 73032 98406
0 5483 89872
1 96539 56140
0 766 22831
0 42973 23412
1 29838 24942
0 62952 52110
0 47678 15114
2 39610 19591
0 16621 97271
0 41629 61814
2 79489 47659
2 29435 53326
1 48976 42720
1 3713 1902
2 30781 99344
0 37252 60242
0 55259 84577
0 69697 57146
2 57245 10125
1 74603 93256
1 77917 41965
0 7808 49537
1 27414 51885
2 23718 91005
2 52480 61803
0 52507 65395
0 37740 41550
1 32268 61644
2 63480 18350
0 74448 8003
0 21296 55168
0 19505 86485
0 417 85174
0 97678 1679
2 63989 1527
1 52510 37750
1 43613 79118
2 52386 59418
0 82685 49271
1 63332 55141
2 32463 76373
1 72437 28882
0 8257 74734
0 43560 18600
1 52378 5420
1 26841 41967
0 812 71958
2 71492 68657
0 70810 17376
1 18463 35144
0 16695 69945
0 99151 61072
0 79274 72990
0 26713 55309
1 74867 45906
0 77172 3754
1 51120 17842
1 61516 85086
0 18076 75387
1 36156 28607
2 11109 61701
2 1970 23764
2 85038 92391
2 74033 80924
0 75099 50346
1 13185 35390
2 41589 3524
2 8369 83855
0 66394 62124
0 63959 37723
0 81892 45190
1 34927 85465
2 82509 89476
0 43406 47023
1 85757 48233
2 82555 28659
1 97279 1313
0 81388 41874
1 59827 75987
2 84656 54256
2 96974 52412
0 30286 49442
0 8778 67933
2 45775 97494
2 16202 27938
0 78697 8297
0 35348 97771
2 27093 21340
2 53241 79640
1 31006 18996
0 28271 73254
0 96451 58182
1 85026 74331
1 50777 72921
1 23481 7118
1 12380 61608
1 27083 31032
1 38316 80680
0 15263 14642
2 8887 91954
1 85318 97200
2 1042 78536
1 9225 31715
2 83106 27359
1 56471 6595
2 61539 82234
1 35367 35704
1 70379 64242
1 73094 36146
2 16949 19039
0 1961 82481
2 39536 45180
1 12071 19637
1 41697 92195
2 51572 83644
2 81627 19833
2 80034 98118
1 89180 61842
2 79961 29880
0 99224 25923
1 16244 60100
2 38508 3825
2 10587 65492
1 17471 595
2 14395 45929
0 2716 37092
2 7076 59281
2 95072 84542
2 95032 61652
0 59644 79183
2 21275 22127
0 19466 69912
1 51681 56884
1 47184 84288
0 25618 55687
2 19024 9918
2 668 14662
0 7987 69011
2 98542 83516
2 45908 51402
0 64292 21258
0 5565 92801
0 23842 88132
1 18443 27139
0 15378 18520
0 47315 43096
1 47613 32269
1 88254 68925
2 93433 31105
2 59155 84935
2 70967 29483
0 12935 60978
1 63282 76089
0 38509 41046
0 97515 24768
0 99074 15339
2 62580 96314
2 54249 82194
1 30665 7788
1 30674 31600
1 20429 24345
0 30056 7399
1 54913 96595
1 44768 30929
0 18521 52710
0 92623 57277
0 9725 67681
0 64904 6502
1 61128 47729
1 65552 17763
1 79675 28690
0 27662 7209
0 24397 40743
0 46421 95287
1 24413 23004
1 38181 24260
0 76726 63244
0 65389 36569
1 27764 55182
2 34057 82720
0 63617 52011
0 29576 10827
1 53947 49151
1 73214 38163
0 40989 4327
2 84135 87148
0 72283 83956
2 51997 12015
1 55462 7420
2 79120 29657
0 14435 81929
2 30878 91988
2 18839 7036
0 47667 2764
2 13679 23503
1 64604 15432
2 50108 74355
2 94787 55131
1 28933 93215
0 95006 59298
2 33722 98963
0 94362 69453
0 1322 92527
1 40344 72677
0 69007 98677
0 62994 50074
1 55763 54401
2 13759 17180
0 64317 34740
1 35369 43177
0 84671 63799
2 85638 84857
1 62017 47188
2 73826 23615
2 22974 33879
2 89480 93147
0 59979 16260
0 25343 17328
0 87705 13182
0 85297 86320
2 13301 91181
1 9337 98950
2 65535 30290
1 66600 51433
0 2913 382
1 20352 14569
1 1556 6900
2 42498 19125
1 47302 93530
1 62227 89150
2 60433 45151
2 38693 855
0 34747 53577
2 90931 84025
2 52242 34972
2 45086 93111
1 66068 25024
0 39151 92284
0 1513 37005
1 84353 3613
0 61589 59451
1 53054 76579
1 46006 13635
1 87148 55003
1 94413 51893
2 98324 10216
0 90234 53649
1 14924 62985
2 16505 7587
2 53401 51727
2 84790 98724
1 99335 40225
2 17969 46359
0 92284 80510
0 80661 31462
1 11099 9534
1 4976 88404
0 28029 5702
2 32905 37681
1 73221 84164
2 67500 13603
1 96224 48097
0 85236 32974
2 21801 70162
0 1554 13078
1 10556 3209
1 88891 18593
2 6514 12897
0 15410 88789
2 28209 74844
0 95013 67335
0 24745 13295
1 21033 70430
0 17919 41361
0 26702 44296
0 21073 15698
0 52740 56472
1 83839 23575
1 30774 64889
1 86026 66881
0 26130 12665
1 35536 88506
1 16567 76300
0 120 81477
1 34330 76555
2 55962 59789
0 42684 79208
2 4003 46971
2 1858 95203
0 37998 13034
2 1989 52138
2 46740 46108
1 30157 56374
0 48978 60187
0 40052 73576
0 78105 13171
1 85907 90882
1 94233 6835
1 59567 62353
2 58837 28431
1 676 58386
0 5506 45075
1 15656 47834
2 30162 97607
0 25112 18661
0 3842 15722
1 84355 92849
1 19232 55906
2 88566 38811
2 32393 40621
2 64662 11704
0 67346 77611
1 47086 91777
0 51930 4593
2 61582 96892
1 70329 6552
2 90721 8164
1 41472 99174
2 49483 63336
0 44390 77031
2 12087 2157
1 84234 13083
1 73931 13306
1 50895 71866
0 37402 36457
1 34495 92126
0 81169 43176
2 14943 70200
1 54880 27215
0 5369 79071
1 22391 50415
0 1257 55863
2 36586 3964
1 23513 84794
0 19382 4880
1 98666 61999
0 20393 29538
0 11859 24344
2 81442 84957
2 67543 59144
0 73911 94230
1 76586 9114
0 17475 36847
2 67760 16456
2 94196 84018
0 93738 14273
1 72937 98767
1 66264 4485
1 60348 530
1 1747 79986
1 59464 92976
0 7558 14466
2 54897 46668
2 87202 30526
0 25834 64545
2 50428 52470
0 33978 93247
0 10593 52542
2 13044 96202
2 73692 33750
0 72731 20009
1 46177 97740
0 82640 12666
0 99813 38093
1 19808 49639
2 26854 91613
2 68397 77813
1 12098 87512
2 36362 75973
0 81661 33007
0 98032 19590
1 58362 19687
1 93451 82790
0 86351 49236
1 49877 32972
0 78296 18631
0 93219 87935
1 83921 99007
2 47864 87201
2 55910 21725
0 38675 64958
0 43486 72884
1 74636 15381
2 75564 61768
0 94821 73450
2 82775 17124
0 26377 61809
0 53378 48517
2 74204 47252
1 59362 37630
1 90366 41871
1 1836 61913
2 43628 52804
0 16365 7758
2 90708 1784
2 26330 96485
0 48871 60030
0 50633 48319
1 54244 60003
1 49898 83778
0 41750 83501
2 4331 13079
2 79373 86128
1 84751 95689
2 2824 71
1 90432 73453
2 99624 8339
2 20444 21006
0 65091 68297
1 86960 68156
2 22376 50327
0 19099 18965
1 36820 80980
2 31952 75158
0 44069 76832
2 44344 36833
0 23587 33555
1 93239 62331
1 87463 19804
1 13197 71571
0 48191 99160
2 28781 75167
0 28173 42320
0 17727 28856
1 51869 13966
2 45302 28345
2 27129 23350
1 34518 29023
1 34916 19593
1 23448 58385
0 45818 66755
2 30116 73795
0 61202 55034
1 22826 26706
1 75287 94228
0 49349 95015
0 92570 88561
2 45307 1228
0 70119 93332
0 787 67427
1 48486 85816
1 49157 36186
2 41811 71002
1 53685 3954
2 87484 32021
0 32844 69361
2 19352 70590
2 3209 34749
1 14833 90582
2 25781 66994
2 9416 28348
1 28920 17761
1 21757 38258
0 96609 26331
0 8521 81039
1 92659 4395
2 4725 8770
2 86912 88719
0 75819 36480
1 39623 34016
2 46347 93634
0 93204 96165
0 80503 71645
2 16189 32397
2 24031 54937
2 24124 83494
0 68201 65265
2 82729 20055
0 67694 45898
1 39605 47981
1 30100 26635
1 89424 709
2 34679 2300
2 97981 65064
0 41624 78847
0 42360 26532
1 54211 95399
1 79238 70022
2 14788 73805
0 45794 35800
1 84184 83877
1 78664 86268
2 94954 711
1 82986 3457
1 38063 71818
1 2004 51536
2 47619 19041
0 23954 79798
1 82814 18421
2 63519 91595
2 10237 43998
1 60688 69269
0 43254 45461
1 35956 18350
0 32391 91469
2 77862 34884
2 89067 80303
2 63338 31649
2 31471 599
2 73307 32845
2 58376 63433
0 30397 5666
1 23931 91857
1 33089 77879
0 43317 41132
2 54042 570
0 63902 42676
1 31119 82445
0 94250 99285
2 95480 50508
1 96554 13397
1 16737 59548
2 21524 28210
0 97883 3050
1 49372 32635
2 54473 8489
2 13190 83932
0 49696 52404
2 58468 33594
2 1363 58929
1 15947 94298
0 8521 17882
2 43055 89883
2 65351 92490
0 31304 50466
1 15714 65726
2 31899 70557
0 99232 32512
0 68449 91208
0 249 53489
1 68398 72777
0 36061 75793
2 86328 30182
1 94509 67018
2 52464 98556
1 45778 29389
1 12118 42577
2 85143 34446
1 4150 96077
0 42328 73829
2 14458 92536
2 66783 47428
1 63343 31951
1 4745 37114
2 99703 11491
0 26674 71073
1 24980 24595
2 76772 75354
1 50156 62720
2 539 97977
0 56697 96316
2 99005 87056
0 74360 99028
2 45939 64629
1 2057 81495
0 89300 46908
1 45884 77287
0 64582 11532
1 99632 685
1 46061 68724
0 20383 93912
2 65650 32044
2 43818 72350
2 70669 26030
0 97156 76979
2 99789 3566
1 38675 85793
0 33792 10946
2 67697 45386
2 60463 67804
2 17305 50180
1 88370 85363
2 30510 68082
1 74813 88802
0 55663 30610
0 21359 44751
1 63501 96618
0 22809 30083
1 87029 18643
2 71553 67318
0 26381 16070
0 53288 69143
0 53039 65286
1 36523 24427
0 23612 28660
2 67160 80941
1 15631 96344
0 69145 45521
1 94855 61232
0 87697 17611
1 10833 60182
2 19365 77462
2 62671 49204
0 63487 44239
2 49331 9734
0 14544 38547
0 25811 12634
1 29108 46046
1 27476 44153
2 10858 74917
2 6942 32219
1 55372 67261
1 96350 40980
1 4606 69857
2 7497 55085
2 90553 47214
1 79292 66367
2 6722 42035
0 63913 2496
2 42698 90178
2 80213 48811
0 83120 37629
0 32380 88410
1 61124 30500
1 75311 81545
2 72920 85261
2 55372 66528
1 84067 12
2 20535 61115
1 45295 80928
2 8070 26558
0 58439 13541
2 78722 3354
0 68061 43929
1 37047 43634
0 80469 12835
1 61250 67681
1 86129 74350
2 85454 66545
0 3435 48881
0 40687 99687
1 31027 64017
1 44576 91069
1 35810 97082
2 91685 11573
2 41199 84463
2 88537 1913
0 29413 2684
1 98908 9019
0 50905 74642
0 32287 47373
1 15839 17245
2 27371 9329
2 34054 59355
1 52436 79834
0 39755 20609
0 39178 16472
1 59149 3249
1 87658 54954
1 4586 64484
2 76461 4213
1 91680 14934
1 66001 92373
0 81746 44096
2 73400 14940
0 10492 30666
2 40708 92403
2 27836 71623
1 73752 47515
1 70861 85733
0 65284 52126
0 405 14682
1 19547 46624
2 48510 95691
0 10682 68492
0 42240 70919
0 25958 52536
2 54372 14400
2 698 63714
1 2671 79389
2 41801 87793
0 33863 15028
